age,StateName,"(1.0, 1.0)","(1.0, 2.0)","(1.0, 3.0)","(1.0, 4.0)","(1.0, 5.0)","(1.0, 6.0)","(1.0, 7.0)","(1.0, 8.0)","(2.0, 1.0)","(2.0, 2.0)","(2.0, 3.0)","(2.0, 4.0)","(2.0, 5.0)","(2.0, 6.0)","(2.0, 7.0)","(2.0, 8.0)","('TotalPOP', '')","('key', '')"
68,Virginia,29594,32505,6598,8494,122,140,2037,2738,1306,1510,102,159,34,45,20,29,85433,3515
37,Indiana,32568,32935,4313,4731,114,122,1616,1639,3522,3064,175,212,121,131,57,57,85377,1902
38,Colorado,29734,27914,2175,1863,325,327,1892,2038,8969,8167,290,310,524,448,128,137,85241,1944
60,Wisconsin,37899,38648,1759,2114,335,366,573,699,1289,1211,54,45,65,57,22,17,85153,3110
30,Missouri,32505,32391,6198,6474,278,241,1339,1423,2027,1716,164,122,78,82,35,38,85111,1556
63,Indiana,36108,38035,2993,3756,136,143,550,681,1258,1186,71,64,36,33,24,20,85094,3228
66,Arizona,29353,33819,1378,1478,1081,1423,1028,1513,6023,6961,96,133,254,284,69,97,84990,3369
34,Indiana,32353,32478,4676,4944,96,114,1605,1674,3326,2906,192,225,150,98,52,35,84924,1749
58,Missouri,35350,37052,3929,4633,250,253,653,722,929,882,43,43,36,42,21,15,84853,2984
41,Tennessee,30330,30960,6862,8002,130,118,1159,1304,2796,2410,147,173,136,74,63,46,84710,2134
46,Arizona,21821,21498,2190,2179,1606,1760,2158,2371,13228,13575,291,344,625,552,178,222,84598,2349
11,Tennessee,28534,27523,8981,8796,104,95,968,936,3858,3716,273,331,151,127,66,103,84562,604
64,Tennessee,32414,36192,5599,7203,180,148,480,645,784,710,46,55,32,21,16,14,84539,3307
67,Washington,33832,36985,1223,1130,509,637,2736,3829,1610,1644,44,56,89,93,35,53,84505,3465
85,Oregon,29646,48167,254,491,263,356,975,1812,967,1396,16,18,26,82,18,10,84497,4373
48,Massachusetts,29365,31061,3191,3360,97,94,3440,3783,3774,4304,630,815,168,163,65,67,84377,2470
29,Maryland,19645,19382,14581,15140,129,128,2917,3154,3875,3552,619,639,191,180,96,88,84316,1500
59,Maryland,23806,24936,11360,13920,110,167,2299,2643,2074,2088,275,312,113,87,56,50,84296,3030
44,Arizona,21504,20836,2317,2199,1552,1782,2131,2463,13462,13532,361,414,637,679,182,219,84270,2247
65,Massachusetts,33386,36792,2212,2668,82,102,1767,2272,1799,2161,343,441,69,97,33,39,84263,3337
39,Colorado,29142,27693,2163,1752,318,299,1856,2035,9012,8164,303,298,482,447,129,132,84225,1995
58,Maryland,23478,24629,11484,13969,137,143,2274,2800,2181,2227,301,291,123,72,58,58,84225,2979
53,Tennessee,32396,33471,5923,7212,152,160,779,853,1581,1343,80,74,63,34,23,32,84176,2746
52,Tennessee,32240,32825,6114,7226,137,127,874,951,1731,1485,102,101,65,46,34,30,84088,2695
35,Maryland,20111,20020,12036,13901,129,127,3258,3817,4741,4049,592,612,254,192,106,111,84056,1806
5,Tennessee,28514,26911,8702,8700,92,103,1120,980,3658,3523,431,426,251,234,161,182,83988,298
33,Indiana,31925,32085,4788,4960,127,105,1486,1559,3414,2882,156,187,128,93,48,38,83981,1698
32,Maryland,19909,19947,12946,14442,125,131,3192,3535,4230,3765,573,594,220,178,103,88,83978,1653
2,Arizona,16320,15562,2793,2808,1879,1755,1687,1579,17156,16549,789,756,1917,1823,302,299,83974,105
40,Colorado,28866,27485,2191,1713,304,333,1688,2001,9152,8290,308,311,545,458,139,145,83929,2046
60,Maryland,23694,24680,11360,13854,126,171,2351,2805,2068,2016,243,264,103,90,54,43,83922,3081
31,Maryland,19943,19408,13477,14630,134,146,3181,3420,4108,3687,593,602,233,153,115,79,83909,1602
2,Indiana,30049,28607,6229,6007,80,82,1501,1336,4318,4270,497,465,139,144,74,73,83871,117
47,Tennessee,31071,31808,6337,7485,104,120,1062,1254,2205,1938,100,120,120,51,48,43,83866,2440
33,Maryland,20146,19781,12524,14331,109,125,3141,3527,4329,3953,607,640,197,168,130,96,83804,1704
34,Maryland,20247,19935,12344,13999,125,126,3178,3575,4435,3957,527,620,257,196,115,110,83746,1755
3,Indiana,30675,28594,6066,5753,74,80,1452,1383,4117,4176,434,413,147,147,68,74,83653,168
10,Tennessee,28318,27105,8932,8546,112,101,983,884,3829,3712,321,321,142,125,94,106,83631,553
58,Wisconsin,36999,37693,1776,2184,370,392,633,667,1346,1302,68,71,56,43,17,14,83631,3008
57,Missouri,35001,35960,3915,4717,216,246,668,848,951,902,48,46,57,23,17,7,83622,2933
52,Arizona,24201,24226,2087,1965,1415,1728,1649,1986,11156,11486,201,237,467,487,154,144,83589,2655
4,Tennessee,28226,26556,8728,8617,97,94,1019,1015,3673,3635,521,546,200,247,180,174,83528,247
47,Arizona,22209,21763,2146,2059,1575,1696,2089,2390,12545,12861,271,351,617,556,166,209,83503,2400
8,Tennessee,28379,26922,8857,8397,87,94,989,970,3715,3511,404,396,259,215,129,143,83467,451
45,Tennessee,30564,31097,6435,7337,121,119,1131,1286,2532,2185,162,136,134,91,61,52,83443,2338
85,Louisiana,21864,38923,5791,12381,220,318,371,603,980,1613,36,116,18,14,8,11,83267,4354
36,Indiana,31771,31885,4236,4643,104,113,1701,1717,3428,2847,167,205,153,118,71,45,83204,1851
65,Tennessee,32103,35740,5317,6942,163,148,466,657,767,687,66,49,29,22,10,13,83179,3358
27,Missouri,31913,30543,6467,6517,276,280,1407,1270,2025,1896,146,135,95,85,40,33,83128,1403
43,Tennessee,30178,31018,6284,7497,114,113,1014,1220,2802,2210,140,148,132,84,59,50,83063,2236
70,New Jersey,26839,30237,3671,5559,70,96,3240,3808,3770,4580,394,461,100,101,65,57,83048,3601
6,Tennessee,28278,26582,8744,8591,92,88,978,961,3425,3379,542,505,245,184,188,247,83029,349
41,Indiana,31750,32254,4139,4548,98,106,1514,1442,3454,2956,194,205,137,119,56,44,83016,2106
7,Tennessee,27881,26858,8825,8642,80,89,962,958,3615,3252,518,468,239,250,183,188,83008,400
1,Arizona,16454,15466,2630,2723,1864,1764,1634,1572,17112,16454,831,754,1530,1447,404,355,82994,54
41,Massachusetts,27115,27950,3436,3614,81,95,3815,4491,5093,4858,850,1003,195,178,104,99,82977,2113
50,Maryland,20403,21037,12288,14498,112,138,2964,3463,3600,3073,436,424,202,141,97,76,82952,2571
42,Tennessee,29902,30724,6493,7601,108,124,1023,1261,2725,2304,151,158,148,97,64,53,82936,2185
54,Arizona,24605,25116,2024,1953,1449,1751,1410,1835,10354,10846,178,217,438,435,131,154,82896,2757
61,Wisconsin,37099,37714,1716,1920,327,327,513,637,1170,1126,50,73,52,48,18,14,82804,3161
57,Wisconsin,36454,37297,1772,2073,354,367,673,746,1401,1309,62,68,69,37,11,21,82714,2957
61,Missouri,34557,36135,3895,4640,253,272,522,664,803,782,45,44,37,30,21,12,82712,3137
9,Tennessee,27924,26847,8612,8387,115,94,972,963,3761,3437,457,442,182,188,146,177,82704,502
69,Virginia,28558,31844,6199,8249,123,140,1924,2530,1232,1505,102,132,37,38,32,26,82671,3566
73,New Jersey,27710,32955,3129,4754,72,69,2717,3263,3065,3925,307,401,83,106,51,50,82657,3754
74,Illinois,28230,33233,3895,5808,72,80,2139,2557,2748,3326,81,116,81,87,23,35,82511,3788
40,Maryland,18474,18887,11945,13895,117,120,3269,3851,5464,4371,666,715,273,214,138,100,82499,2061
17,Massachusetts,27609,26456,3942,3782,101,92,3148,3239,5679,5464,1170,1071,238,212,133,124,82460,889
48,Indiana,33093,33064,3764,4189,115,126,1165,1153,2768,2496,130,122,104,84,29,45,82447,2463
85,Kentucky,26467,49734,1316,3095,78,111,180,349,382,655,18,19,21,6,2,9,82442,4353
19,Tennessee,28396,26830,9019,8907,146,142,967,1042,3183,2981,216,219,112,100,66,46,82372,1012
67,Arizona,28796,33197,1245,1350,1004,1285,1001,1535,5564,6611,82,111,207,214,62,82,82346,3420
37,Maryland,19377,19597,11746,13791,120,126,3154,3724,4792,4079,565,610,231,197,124,109,82342,1908
53,Arizona,24044,24372,2044,1899,1490,1721,1503,1918,10633,11126,206,239,440,443,112,136,82326,2706
56,Missouri,34241,35317,3966,4603,224,225,716,885,997,928,45,53,45,45,11,14,82315,2882
2,Tennessee,27490,25882,8624,8570,87,94,1021,1007,3783,3614,493,499,249,269,213,196,82091,145
18,Tennessee,28912,27112,8510,8587,141,120,845,899,3190,2962,229,206,107,126,71,62,82079,961
28,Maryland,19101,18381,14332,14756,123,116,3005,2932,3843,3669,579,635,181,184,87,90,82014,1449
26,Missouri,31455,30188,6397,6221,262,261,1379,1351,1972,1920,136,129,82,96,57,47,81953,1352
38,Maryland,18962,19139,11737,13794,110,134,3272,3797,4989,4117,598,619,229,206,133,93,81929,1959
56,Wisconsin,36052,36535,1903,2079,316,371,696,810,1488,1400,60,70,49,53,22,12,81916,2906
62,Missouri,34052,36380,3612,4562,239,240,513,661,750,685,41,43,23,40,10,8,81859,3188
36,Maryland,19271,19600,11795,13602,115,135,3335,3686,4616,3938,577,578,252,163,103,90,81856,1857
73,Arizona,31921,35268,919,1006,801,912,705,1055,3910,4794,36,69,151,145,51,51,81794,3726
39,Maryland,18636,19154,11578,13599,106,129,3267,3880,5151,4274,620,669,242,209,131,108,81753,2010
82,New York,23358,32736,3420,6534,101,159,2599,3204,2859,4619,613,1033,123,196,66,87,81707,4215
31,Missouri,31149,31458,5580,6073,250,259,1386,1413,1935,1636,173,133,118,64,35,31,81693,1607
54,Maryland,21083,22278,11785,14298,127,144,2512,2917,2829,2560,374,371,149,111,70,65,81673,2775
62,Wisconsin,36604,37521,1529,1818,322,334,514,653,1094,1066,37,47,43,28,10,11,81631,3212
49,Maryland,19572,20538,12077,14458,124,132,3020,3520,3579,3141,433,458,195,143,94,84,81568,2520
64,Indiana,34217,36912,2805,3583,152,148,524,632,1213,1143,64,54,43,36,14,11,81551,3279
63,Missouri,33768,36467,3562,4528,243,252,494,669,722,690,25,25,31,42,13,8,81539,3239
27,Maryland,19158,18287,14320,14613,139,120,2884,2940,3888,3570,540,576,157,151,79,93,81515,1398
20,Missouri,31146,30197,5982,5625,272,248,1298,1434,2456,2170,201,145,93,100,53,54,81474,1046
74,Ohio,32903,38443,3083,4297,85,107,552,765,495,596,32,56,15,8,6,12,81455,3810
3,Tennessee,27240,25754,8615,8294,85,90,1031,994,3742,3503,562,522,300,299,203,189,81423,196
0,Arizona,16349,15590,2642,2564,1869,1808,1716,1617,16404,15740,806,769,1355,1308,441,431,81409,3
1,Indiana,29392,28025,5912,5662,97,96,1333,1234,4137,4134,473,417,182,173,62,77,81406,66
42,Indiana,31540,31379,4016,4265,123,111,1444,1466,3348,2983,188,212,101,115,52,43,81386,2157
46,Tennessee,29950,30544,6210,7295,100,114,1030,1250,2334,1916,128,131,109,85,44,47,81287,2389
22,Missouri,31092,30425,6043,5659,257,251,1483,1514,2078,1867,175,132,95,82,40,50,81243,1148
42,Massachusetts,26685,27656,3444,3496,63,87,3646,4125,4989,4818,774,909,196,182,74,98,81242,2164
54,Indiana,33516,34482,3330,3710,118,127,818,904,2033,1764,94,97,72,54,27,31,81177,2769
16,Massachusetts,27305,25998,3995,3685,103,96,3046,2993,5549,5367,1174,1084,254,198,120,137,81104,838
61,Maryland,23007,24309,10860,13358,113,156,2274,2635,1791,1809,226,251,96,73,39,50,81047,3132
51,Indiana,33452,33263,3430,3792,99,135,970,1028,2357,2052,98,85,107,81,34,26,81009,2616
35,Missouri,31891,31683,4654,5235,215,236,1351,1444,2021,1728,128,107,93,75,43,31,80935,1811
21,Missouri,31279,30109,5894,5634,238,218,1326,1367,2191,2093,159,134,81,105,54,48,80930,1097
70,Virginia,27752,31175,6157,7945,125,121,2035,2690,1164,1392,84,140,42,41,27,27,80917,3617
24,Colorado,26309,24622,2563,2053,444,424,1651,1849,9892,8927,345,324,546,478,165,159,80751,1230
