age,StateName,"(1.0, 1.0)","(1.0, 2.0)","(1.0, 3.0)","(1.0, 4.0)","(1.0, 5.0)","(1.0, 6.0)","(1.0, 7.0)","(1.0, 8.0)","(2.0, 1.0)","(2.0, 2.0)","(2.0, 3.0)","(2.0, 4.0)","(2.0, 5.0)","(2.0, 6.0)","(2.0, 7.0)","(2.0, 8.0)","('TotalPOP', '')","('key', '')"
85,California,167681,272584,12336,23800,1297,1992,51592,85146,48303,84071,739,1303,1125,2087,778,1538,756372,4340
29,California,110540,101453,24725,21558,1731,1616,55483,55439,127324,118340,4023,3963,5600,5028,3649,3660,644132,1484
30,California,112753,104953,24157,21463,1658,1568,56331,57301,124009,114388,3870,3889,5445,4888,3619,3429,643721,1535
28,California,103857,93713,23700,20624,1715,1560,51327,50074,127690,119625,3990,3788,5562,5021,3310,3410,618966,1433
31,California,108498,100633,22502,20350,1567,1454,55521,57812,115108,105793,3585,3504,5215,4542,3293,3283,612660,1586
32,California,106466,98964,20874,18674,1491,1455,53422,55029,113786,103384,3411,3583,5307,4678,3162,3178,596864,1637
85,Florida,190249,258447,14360,27898,514,634,3780,5884,32388,59407,618,1471,132,239,118,170,596309,4345
27,California,98328,88931,22881,19754,1568,1607,48477,47226,125044,117882,3885,3626,5342,5108,3301,3280,596240,1382
26,California,94960,86965,22462,19710,1584,1508,47254,44456,123853,118040,3873,3535,5193,4994,3374,3354,585115,1331
33,California,105571,95869,19963,17838,1433,1390,50779,52446,110472,100457,3304,3454,4936,4393,2979,2998,578282,1688
35,California,104208,96931,18554,17295,1400,1357,49920,54267,109320,99474,3225,3372,4982,4425,2892,2898,574520,1790
34,California,104816,95520,18958,17291,1412,1402,49869,52374,110808,99418,3422,3332,4916,4316,2987,2975,573816,1739
25,California,91387,84023,21452,18943,1512,1534,44410,41849,120879,117455,3714,3554,5034,4820,3436,3259,567261,1280
37,California,101188,93264,17260,15724,1309,1329,48518,53759,105653,98296,3116,3233,4933,4457,2950,2818,557807,1892
36,California,100690,93108,17446,15951,1354,1327,49334,53380,104923,96623,3133,3168,4843,4271,2850,2855,555256,1841
38,California,100204,91880,16992,15850,1385,1311,47672,53798,104769,98919,3029,3259,4728,4287,2847,2850,553780,1943
24,California,86626,79978,19812,17694,1503,1494,41774,39353,119249,115694,3708,3537,4953,4897,3339,3222,546833,1229
40,California,97710,90630,17341,16405,1317,1317,45114,51506,105856,98664,3112,2971,4765,4314,2851,2787,546660,2045
39,California,97479,90798,16516,15535,1256,1317,44853,51104,102863,97948,2967,3120,4700,4143,2770,2776,540145,1994
50,California,104646,100224,16589,16584,1326,1401,42457,49224,91976,89050,1954,2133,3859,3551,2090,2218,529282,2555
23,California,82699,76264,18997,17101,1463,1377,38527,36981,117383,114372,3732,3670,4951,4788,3338,3192,528835,1178
22,California,79254,72332,18340,16635,1417,1475,35498,34101,115920,112746,3663,3659,4802,4678,3296,3282,511098,1127
13,California,70534,66783,15834,15082,1222,1193,34685,32519,124284,119816,4903,4711,5373,5026,4289,3980,510234,668
49,California,98275,94085,15399,15660,1256,1334,41440,48785,88959,89022,1876,2313,3736,3629,2082,2192,510043,2504
20,California,78176,70125,17488,16009,1396,1268,34743,33443,118362,113994,3861,3639,4981,4807,3302,3311,508905,1025
12,California,69434,65858,15830,15295,1261,1201,35148,32908,124324,118848,5025,4837,5307,5077,4252,4165,508770,617
41,California,91333,84624,15699,15242,1230,1218,42447,48817,95713,91643,2681,2824,4284,3970,2576,2569,506870,2096
14,California,71491,67423,15688,14927,1245,1261,34304,32360,122216,117857,4573,4372,5166,4998,4071,3685,505637,719
18,California,75103,71662,16118,15387,1222,1272,35369,34714,116161,113296,3935,3832,4793,4727,3494,3386,504471,923
15,California,71619,68022,15659,14743,1248,1253,34506,33781,120981,116096,4443,4169,4949,4936,3884,3622,503911,770
9,California,69506,66253,16188,15590,1267,1207,35012,32955,123660,118634,3760,3562,4027,4042,3389,3261,502313,464
21,California,77520,70487,17797,15849,1426,1356,33951,32416,115907,112054,3825,3670,4766,4552,3393,3291,502260,1076
16,California,72602,69074,15880,14913,1235,1249,34734,33741,118394,115062,4202,3981,4945,4791,3814,3548,502165,821
19,California,75422,68950,16088,15154,1288,1318,35771,34881,116344,113036,3905,3722,4835,4704,3381,3302,502101,974
17,California,72634,69274,16111,14960,1238,1214,34866,33944,117467,114523,4049,3751,4861,4770,3698,3514,500874,872
56,California,110743,109035,16157,16627,1359,1467,37973,44881,74070,74744,1582,1691,3186,3119,1692,1734,500060,2861
55,California,106833,104693,16346,16992,1329,1457,37921,43887,79093,77349,1594,1799,3316,3063,1771,1826,499269,2810
51,California,98637,95648,15054,15133,1287,1337,39904,46634,85771,83606,1718,2000,3529,3432,1898,2042,497630,2606
45,California,86690,80979,14759,14445,1169,1160,43190,49851,94492,93336,2165,2442,3856,3752,2360,2327,496973,2300
60,California,117730,117272,16132,17217,1471,1620,36695,44246,65034,66783,1318,1559,2763,2769,1418,1535,495562,3065
42,California,87912,82075,14908,14654,1208,1231,41001,47405,94773,91727,2607,2723,4158,3900,2552,2546,495380,2147
57,California,111673,110993,15583,16499,1414,1554,38148,45069,69632,70978,1453,1618,3057,3027,1550,1741,493989,2912
5,California,69661,66044,15285,14310,1301,1266,40441,37248,114237,109997,3885,3600,4127,4109,3717,3461,492689,260
43,California,86417,81001,14618,14336,1174,1227,40933,48422,93892,92069,2470,2753,4140,3743,2553,2564,492312,2198
7,California,68882,65357,15559,15057,1241,1204,38779,36157,115715,111589,3743,3548,4087,4027,3524,3440,491909,362
8,California,68553,65272,15739,14913,1259,1236,35756,33696,118147,114059,3870,3475,4209,4086,3430,3304,491004,413
10,California,67121,63632,15151,14742,1229,1211,33892,32063,119192,115626,4746,4433,5074,4735,4026,3851,490724,515
6,California,69743,65964,15311,14726,1284,1244,38483,35792,115049,110602,3823,3690,4163,4044,3431,3336,490685,311
11,California,66970,63735,15184,14850,1194,1158,33486,31711,118900,114705,4985,4673,5096,4877,4311,4104,489939,566
48,California,89282,84625,14268,14196,1147,1234,42256,49531,88221,88256,1906,2260,3680,3464,2093,2178,488597,2453
59,California,116239,116250,15727,16827,1451,1612,34679,42199,63764,66463,1275,1443,2796,2881,1479,1563,486648,3014
58,California,113204,112960,15408,16588,1393,1533,35918,42329,66786,68561,1348,1500,2871,2985,1448,1583,486415,2963
52,California,95926,92871,14808,14965,1238,1260,38412,45053,83966,81143,1668,1930,3475,3151,1860,1881,483607,2657
44,California,82907,78107,14046,13826,1124,1131,41738,48078,93067,91201,2459,2670,4099,3674,2382,2510,483019,2249
4,California,69035,65597,14766,14058,1256,1249,37570,35137,112155,108015,3809,3713,4343,4217,3746,3595,482261,209
47,California,83990,79162,13885,13604,1101,1159,42288,49692,88580,89720,1950,2275,3703,3493,2019,2224,478845,2402
46,California,83073,77757,13738,13443,1102,1069,42735,49435,90191,90051,1974,2368,3768,3546,2095,2193,478538,2351
3,California,67311,63979,14671,14180,1181,1193,39700,36672,108210,104848,3931,3709,4326,4328,3710,3562,475511,158
54,California,97699,95477,15241,15769,1252,1326,36693,42890,78762,76523,1580,1731,3262,3040,1720,1853,474818,2759
53,California,96500,94059,14855,15062,1196,1285,35901,42173,79837,78306,1579,1830,3273,3134,1788,1837,472615,2708
61,California,113202,113438,14741,16011,1305,1536,34368,41666,58139,61110,1160,1399,2436,2563,1283,1401,465758,3116
85,New York,116896,215445,14677,36336,468,871,11570,17252,12105,24438,2572,5348,586,1162,286,507,460519,4368
62,California,113081,114090,14081,15266,1276,1470,34263,41677,54513,58418,1124,1289,2315,2447,1249,1329,457888,3167
2,California,65943,62341,14300,13661,1221,1220,36890,34207,103484,100496,3787,3622,4322,4255,3682,3446,456877,107
1,California,65128,62026,14504,13865,1121,1082,33858,31768,100355,97067,4265,4106,5853,5645,4174,4050,448867,56
29,Texas,85494,83011,32038,32713,912,890,13049,13916,90627,84836,2332,2332,2012,1885,749,746,447542,1523
63,California,111621,114532,13348,15177,1291,1487,32787,40467,51393,55991,1056,1208,2261,2289,1158,1234,447300,3218
0,California,66011,63022,15103,14445,1060,1057,32395,30708,97664,94041,4828,4562,6485,6190,4739,4554,446864,5
28,Texas,83809,79555,32917,32222,984,865,12591,13336,92811,86958,2217,2267,2023,1947,717,701,445920,1472
30,Texas,85168,83987,31379,32665,889,866,13295,14438,89532,82790,2264,2318,1978,1699,736,730,444734,1574
27,Texas,80479,76023,32814,31231,981,875,12067,12532,92156,85516,2283,1998,1910,1819,682,645,434011,1421
31,Texas,83643,81826,30036,31202,851,794,13774,14905,85827,78467,2154,2170,1975,1652,708,723,430707,1625
64,California,106048,110467,12597,14078,1140,1388,32299,40065,48742,53767,1000,1134,2208,2166,1130,1303,429532,3269
12,Texas,70554,67346,28184,26900,649,631,10969,10580,102064,98283,3444,3238,2183,2054,992,1005,429076,656
13,Texas,70745,67408,28274,27126,644,636,10458,10123,101605,97634,3338,3271,2167,2074,993,997,427493,707
35,Texas,84474,83102,27057,28665,717,744,14344,15308,84584,78601,1981,2079,1948,1589,726,683,426602,1829
26,Texas,78885,74492,31363,30051,947,852,11840,12082,91083,85282,2239,2135,1842,1889,725,688,426395,1370
65,California,105621,111025,12149,13909,1129,1360,32239,40455,47380,52337,883,1095,1970,2098,973,1137,425760,3320
32,Texas,82715,80273,28584,29976,771,832,13847,14824,85756,77347,2203,2133,1931,1598,773,701,424264,1676
34,Texas,83028,81900,27363,28907,706,728,13992,15187,85073,77728,2015,2124,1987,1653,788,677,423856,1778
14,Texas,71064,67099,27726,26714,654,632,10269,10110,100339,96558,3047,3096,2143,2073,949,968,423441,758
15,Texas,70892,67818,27158,26407,708,606,10539,10392,99946,95865,2927,2939,2192,2117,992,872,422370,809
5,Texas,70102,67022,27641,26992,611,566,11960,11511,98514,94860,3705,3648,1402,1439,1154,1184,422311,299
33,Texas,81978,81007,27716,29202,716,860,13962,15001,85130,77196,2024,2116,1977,1632,734,672,421923,1727
37,Texas,83243,81203,26319,28245,729,723,14438,15480,83181,77953,1928,2098,1894,1554,714,649,420351,1931
10,Texas,69224,65464,26951,26546,639,652,11091,10664,99308,96756,3454,3454,2054,1972,1048,1073,420350,554
6,Texas,70829,67014,27506,26550,595,575,11760,11477,97846,93539,3730,3502,1547,1512,1165,1066,420213,350
16,Texas,71159,68339,26835,26348,654,627,10574,10296,98574,95175,2830,2752,2131,1994,893,897,420078,860
11,Texas,68783,65973,27539,26555,660,625,10446,10410,99343,95923,3362,3418,2122,2089,1053,1058,419359,605
25,Texas,78170,72713,30344,28804,831,813,11581,11440,90219,84570,2291,2109,1949,1978,688,718,419218,1319
9,Texas,70081,66418,26901,26337,609,542,11234,10605,98495,95306,3262,3257,1571,1557,1073,1033,418281,503
38,Texas,82230,80769,26124,28089,710,725,14117,15269,83083,78288,1984,1945,1881,1641,732,667,418254,1982
4,Texas,69276,66203,27005,26908,608,539,11920,11314,97387,93750,3765,3647,1556,1442,1133,1053,417506,248
17,Texas,71747,68264,26589,25940,639,651,10378,10221,96962,94754,2682,2674,2074,2059,868,882,417384,911
40,Texas,81370,80044,26404,29078,736,713,13816,14969,82777,78304,1957,1926,1979,1601,734,654,417062,2084
7,Texas,69508,66628,26707,26019,571,573,12044,11091,96308,93036,3583,3333,1657,1540,1077,1077,414752,401
36,Texas,81312,80413,25781,27685,733,748,14295,15464,81874,76789,1917,2048,1934,1587,721,669,413970,1880
85,Texas,101885,171090,10255,22413,788,1060,5740,8201,32959,56759,306,643,607,858,125,241,413930,4379
24,Texas,77007,71742,28195,27611,800,811,11300,11289,89846,84754,2185,2100,1940,1840,697,704,412821,1268
39,Texas,81044,80063,25837,28033,717,692,13699,14915,80905,77762,1789,2027,1838,1696,688,675,412380,2033
8,Texas,68827,65951,26495,25905,560,552,11629,10889,95980,92130,3481,3335,1652,1605,1100,1026,411117,452
23,Texas,74985,70621,28049,27081,793,748,10548,10539,89769,85588,2267,2247,1986,1826,760,761,408568,1217
20,Texas,71225,65454,28058,26433,718,725,9119,8824,95292,91762,2513,2444,2027,1968,803,770,408135,1064
19,Texas,70316,63951,27508,26000,738,708,9390,8891,95491,92879,2493,2419,1927,1962,787,756,406216,1013
22,Texas,72377,67888,27633,26364,756,729,9629,9519,90769,86540,2337,2340,1976,1913,692,715,402177,1166
3,Texas,65640,62580,27392,26127,539,517,11848,11103,93620,90063,3724,3543,1578,1446,1070,1066,401856,197
18,Texas,68966,63794,26786,25204,698,675,9312,8674,95028,91927,2506,2441,2046,1945,824,791,401617,962
66,California,101534,108041,11108,12777,1061,1309,30303,38009,42186,47893,825,936,1717,1817,827,1055,401398,3371
21,Texas,70720,66034,27302,25586,773,725,8921,8648,92284,87997,2324,2394,1945,1907,733,729,399022,1115
2,Texas,63588,60884,26582,25856,537,513,11025,10696,90457,87756,3828,3554,1597,1539,1081,1119,390612,146
41,Texas,76630,74793,24465,26941,648,673,13068,14303,75557,72482,1758,1932,1831,1542,671,627,387921,2135
67,California,97609,105506,9873,11962,1007,1191,28955,36396,38633,44352,739,897,1593,1698,818,961,382190,3422
1,Texas,61362,58302,25707,25158,554,543,10379,9666,89289,86544,3647,3497,2496,2427,1196,1147,381914,95
49,Texas,83868,82377,23315,25365,716,729,11692,12317,66120,67948,1147,1352,1487,1408,497,498,380836,2543
42,Texas,74180,73570,23228,25328,657,667,12797,13677,75031,71742,1681,1762,1803,1579,614,637,378953,2186
0,Texas,60504,57762,25838,24882,591,574,9498,9045,88424,85167,3415,3245,2901,2801,1206,1166,377019,44
50,Texas,84131,83139,22203,24622,692,754,11401,12081,65121,65932,1202,1261,1550,1390,508,504,376491,2594
43,Texas,73497,72768,22792,24966,719,659,12548,13583,73812,72505,1649,1736,1708,1631,641,631,375845,2237
45,Texas,73367,72738,22189,24234,683,693,13200,13682,73572,72658,1453,1612,1668,1519,552,576,374396,2339
48,Texas,77702,76179,22361,24733,657,698,12074,12864,67512,69088,1244,1330,1606,1422,524,530,370524,2492
44,Texas,71210,70131,21914,24225,640,629,12772,13544,73105,72096,1499,1757,1647,1560,585,607,367921,2288
47,Texas,72464,71904,22031,24471,639,678,12438,13112,68535,69929,1240,1422,1599,1435,514,519,362930,2441
46,Texas,71178,70701,21591,23874,623,676,12564,13135,69834,70620,1292,1428,1640,1472,511,561,361700,2390
68,California,92805,100983,9103,11378,940,1131,27317,34708,35112,40846,693,808,1419,1551,758,900,360452,3473
51,Texas,78965,78555,20278,22284,660,698,10544,11068,60562,61485,1031,1166,1416,1322,435,427,350896,2645
69,California,90205,98609,8765,11044,914,1076,25936,33583,33322,38935,673,740,1410,1499,658,886,348255,3524
56,Texas,84685,86603,20244,23345,759,766,8584,9093,53278,54458,861,888,1283,1116,333,320,346616,2900
55,Texas,81661,82318,20753,23633,745,762,8684,9065,55503,56377,933,946,1390,1126,396,392,344684,2849
57,Texas,86105,88584,19777,22725,811,810,8421,8906,51182,52436,763,875,1211,1096,325,345,344372,2951
70,California,88304,97009,8840,10968,899,1109,27167,34669,31668,37777,623,769,1261,1316,619,838,343836,3575
58,Texas,86786,89649,19404,22510,734,850,7584,8075,49467,50718,779,820,1078,1036,332,293,340115,3002
60,Texas,88603,91788,19472,22259,809,798,7188,8254,47099,48820,768,812,1063,988,311,331,339363,3104
52,Texas,75719,74648,20082,22171,655,673,9915,10528,58747,59649,1047,1105,1393,1207,417,415,338371,2696
59,Texas,88082,91322,19280,22364,723,866,7254,7959,46943,48967,710,785,1032,933,319,302,337841,3053
54,Texas,75510,75925,20181,22543,639,669,8947,9274,55765,55933,922,992,1303,1175,371,365,330514,2798
53,Texas,75377,74923,19925,21903,635,663,8883,9532,56135,56989,905,1053,1296,1199,363,396,330177,2747
85,Pennsylvania,101399,194406,5982,15197,203,288,2014,2950,2007,3305,281,407,63,105,9,24,328640,4374
71,California,85299,94866,7848,10167,860,1065,24842,31929,28580,34441,570,645,1135,1265,611,774,324897,3626
61,Texas,86332,89848,18268,21327,693,762,6612,7754,42955,44846,700,696,950,864,249,285,323141,3155
73,California,90599,101700,7003,9195,830,982,21549,27911,25198,30748,432,508,946,1108,497,590,319796,3728
62,Texas,86126,89797,17557,20501,771,772,6602,7705,40115,43000,675,645,885,793,254,268,316466,3206
72,California,85044,94913,7347,9700,841,982,23126,29655,27010,32821,518,629,1000,1151,547,682,315966,3677
63,Texas,84190,89326,16881,20181,756,804,6450,7649,38524,41858,593,624,913,747,216,258,309970,3257
56,Florida,85680,89886,19155,22251,500,497,3843,5023,34473,36470,1721,1860,322,305,215,262,302463,2866
30,Florida,72000,70350,29150,30094,460,434,5248,5576,41240,38692,2941,2724,652,495,418,388,300862,1540
59,Florida,89991,96475,18394,21658,498,535,3558,4634,29055,31752,1344,1566,289,256,193,205,300403,3019
60,Florida,90514,97198,18785,21991,524,519,3646,4763,27882,30771,1428,1449,292,209,179,200,300350,3070
57,Florida,86191,90279,19036,21780,484,513,3969,4963,32857,35512,1612,1753,347,303,188,225,300012,2917
30,New York,75960,74908,25715,25532,550,599,15585,17294,24895,22568,6121,6062,1503,1263,641,650,299846,1563
58,Florida,86898,92795,18544,21811,482,515,3607,4555,31380,33459,1497,1594,344,289,189,228,298187,2968
29,New York,75139,73953,26090,25543,560,586,15021,17114,24430,22703,6240,6089,1527,1313,635,592,297535,1512
29,Florida,70834,69322,30024,30346,466,417,5263,5443,40113,37558,2897,2649,625,472,407,409,297245,1489
55,Florida,81849,85084,19437,22433,483,529,3985,4888,35603,37195,1802,1898,359,326,219,268,296358,2815
64,Texas,79977,85921,16053,19145,761,724,6296,7646,36628,39984,539,588,823,667,189,215,296156,3308
61,Florida,88572,96946,17853,20837,500,495,3142,4468,25024,28818,1198,1381,266,270,173,200,290143,3121
65,Texas,79210,85510,15198,18600,680,665,5983,7320,34911,38838,491,501,736,612,219,196,289670,3359
31,Florida,68743,67193,27270,28227,459,380,5317,5678,40912,37881,2843,2739,662,458,401,365,289528,1591
28,New York,72906,72035,24934,24939,585,604,14210,16381,23653,22693,6080,5862,1402,1255,615,599,288753,1461
62,Florida,89252,98278,17152,20321,479,544,3282,4447,23311,27673,1195,1367,213,240,153,184,288091,3172
63,Florida,89773,99265,16365,20363,442,514,3123,4382,22801,26928,1172,1358,235,207,140,182,287250,3223
27,New York,73910,72556,24326,24235,561,631,13975,15615,23253,22503,6008,5537,1334,1240,542,548,286774,1410
31,New York,73408,71398,23930,23612,525,540,15605,17159,23640,21335,5620,5608,1460,1195,564,582,286181,1614
28,Florida,67455,65037,30009,29283,499,476,4996,5360,39332,36406,2724,2473,592,437,375,355,285809,1438
50,Florida,75034,75633,19649,22199,473,420,4682,5755,37865,38203,1964,1971,502,416,285,290,285341,2560
49,Florida,73135,73720,19831,22962,418,430,4742,5673,38398,39238,2071,2096,483,372,279,270,284118,2509
32,Florida,66672,65043,25464,26333,419,414,5316,5867,41285,37608,2802,2612,726,456,386,360,281763,1642
26,New York,72107,72049,23721,23843,602,584,13671,15148,22495,22398,5724,5513,1313,1244,537,504,281453,1359
32,New York,72907,72545,22047,22327,492,536,14453,16620,23515,20899,5318,5497,1346,1169,562,581,280814,1665
64,Florida,87014,97482,15701,19295,451,520,3075,4427,21739,26202,1126,1370,218,192,158,192,279162,3274
65,Florida,87797,98760,15197,18709,482,500,3167,4493,20689,25865,1167,1260,186,217,134,168,278791,3325
54,Florida,74232,77038,19086,21541,456,493,4010,4762,34691,36125,1761,1817,361,310,219,253,277155,2764
35,Florida,64302,63682,24029,25448,390,373,5141,5918,42132,38129,2681,2597,649,493,399,336,276699,1795
27,Florida,65435,62072,29070,28053,468,487,4798,5095,38255,35714,2626,2382,527,484,340,367,276173,1387
33,Florida,65075,63236,24372,25487,398,364,5353,5689,41174,37103,2834,2599,648,489,369,347,275537,1693
34,Florida,64573,63096,24035,25273,371,364,5213,5601,41642,37570,2792,2498,673,507,356,339,274903,1744
33,New York,71924,71188,20751,21294,471,451,14045,16099,22897,20855,4885,5234,1362,1188,550,608,273802,1716
25,New York,69727,70964,22597,23128,600,553,13237,14686,21868,21779,5477,5358,1215,1276,483,524,273472,1308
66,Texas,75561,83292,13405,17166,605,618,5566,6897,31539,35909,436,496,681,583,173,198,273125,3410
40,Florida,62608,62034,22491,24582,329,366,4961,5974,42106,40078,2782,2770,600,432,377,394,272884,2050
66,Florida,86303,98341,14055,17833,446,489,3119,4376,19220,24883,1102,1236,173,158,151,146,272031,3376
37,Florida,62697,62265,22725,24636,394,378,4974,6199,41227,39182,2624,2734,585,490,382,351,271843,1897
26,Florida,64724,61159,28405,27579,461,414,4947,4991,37602,34957,2529,2383,497,432,319,341,271740,1336
48,Florida,66072,66620,19807,22584,397,387,4765,5732,39441,39890,2018,2184,482,425,280,276,271360,2458
38,Florida,62195,62182,22576,24518,350,370,4917,6239,40973,39416,2659,2640,684,497,403,374,270993,1948
53,Florida,71622,74346,18818,21005,406,435,4005,4976,34337,35780,1795,1814,383,337,232,235,270526,2713
51,Florida,71648,72351,18260,20627,430,412,4358,5429,35136,35772,1883,1831,455,376,254,264,269486,2611
60,New York,81942,84481,17854,22079,446,516,10824,12060,14046,15673,3038,3864,711,798,305,348,268985,3093
34,New York,70428,69485,19965,20852,436,454,14091,15706,23326,20506,4870,5164,1422,1134,526,553,268918,1767
56,New York,78923,81155,18165,22263,511,510,11098,12573,15957,17190,3392,4424,885,873,345,432,268696,2889
36,Florida,61650,61589,22949,24481,347,375,5002,5922,40748,38421,2527,2567,668,489,384,349,268468,1846
55,New York,78046,79459,19060,22614,495,514,10837,12301,16877,17634,3484,4364,891,910,348,382,268216,2838
35,New York,70442,69340,19801,20832,413,431,13740,15555,23161,20746,4746,5219,1363,1132,606,511,268038,1818
39,Florida,62127,61839,21941,24304,371,372,4777,5964,40340,38912,2565,2600,597,440,401,391,267941,1999
85,Illinois,73263,139599,8461,18933,173,315,3771,6245,5800,9185,201,306,180,273,57,94,266856,4349
52,Florida,70547,71714,18700,20749,394,400,4061,5394,34404,35420,1882,1803,421,342,221,257,266709,2662
73,Florida,96594,106537,9298,12299,362,344,2406,3114,13889,18746,644,802,129,98,80,105,265447,3733
57,New York,78614,80864,17788,21892,494,501,11471,12959,14910,16392,3099,4114,789,864,344,344,265439,2940
25,Florida,63170,60236,27021,26559,410,425,4627,4988,36798,34052,2504,2440,520,475,359,327,264911,1285
67,Florida,85010,97076,12908,16529,426,419,2953,4194,18274,23694,1012,1153,190,169,133,136,264276,3427
59,New York,80777,83697,17177,21515,444,550,9844,11182,13937,15337,3036,3800,759,772,262,361,263450,3042
24,New York,67093,68291,21166,22017,522,517,12609,14065,20792,20961,5220,5221,1236,1175,503,536,261924,1257
67,Texas,73153,80379,12395,16184,558,592,5382,6704,29539,33917,386,409,574,520,180,182,261054,3461
58,New York,79154,81220,17392,21148,426,494,10085,11441,14274,15877,3034,3974,760,852,306,371,260808,2991
50,New York,72899,72834,17996,21391,462,500,11706,13555,19042,18645,3519,4273,1160,1028,399,402,259811,2583
24,Florida,61579,59121,26182,25608,344,412,4652,4786,35895,34039,2485,2339,478,432,357,318,259027,1234
47,Florida,61001,60789,19435,22237,306,384,4733,5861,38876,39556,2091,2249,495,425,307,281,259026,2407
41,Florida,58913,58703,20768,23048,379,350,4712,5756,39582,38614,2448,2534,575,442,367,365,257556,2101
68,Florida,83907,96025,12047,15463,369,427,2745,3975,17393,22357,885,1093,173,131,134,121,257245,3478
45,Florida,59605,59225,19670,22222,325,353,4723,5921,39501,39308,2152,2463,557,442,337,328,257132,2305
61,New York,79398,82529,16479,20564,414,462,10067,11049,12544,14560,2761,3567,650,726,277,291,256338,3144
23,Florida,60160,57726,26283,25873,374,391,4442,4770,35811,33916,2548,2338,520,433,364,330,256279,1183
43,Florida,57489,57641,19985,22355,319,364,4680,5685,40388,40571,2304,2579,579,438,353,381,256111,2203
42,Florida,57793,57756,20251,22398,356,335,4709,5773,40228,39844,2408,2517,555,431,358,349,256061,2152
85,Ohio,79201,147177,7012,15283,211,342,1101,1705,1271,1974,92,161,8,35,11,26,255610,4371
69,Florida,83757,95140,11805,15104,407,402,2573,3857,16830,21871,882,1093,154,157,131,126,254289,3529
54,New York,72663,74442,17580,21463,453,481,10305,11743,16588,17563,3362,4217,915,918,348,395,253436,2787
36,New York,66108,65494,18026,19545,430,424,13405,15254,21861,20134,4525,4896,1222,1128,474,507,253433,1869
37,New York,65708,65461,17836,19773,433,450,13062,15053,22097,20318,4368,5096,1329,1134,487,488,253093,1920
62,New York,78619,82305,15673,19648,432,493,10338,11213,11762,13541,2642,3442,591,705,281,284,251969,3195
46,Florida,58228,58474,18794,21867,372,355,4727,5747,38421,39122,2071,2303,521,385,257,306,251950,2356
22,Florida,57454,55898,26293,25861,367,327,4277,4361,35994,34587,2519,2320,471,434,337,344,251844,1132
40,New York,64772,63865,18133,20117,434,443,12472,14777,22630,20429,4329,5059,1333,1199,531,485,251008,2073
70,Florida,83726,94022,11310,14459,407,364,2605,3905,16224,21322,827,1011,124,160,130,114,250710,3580
44,Florida,56378,56616,19369,21425,328,337,4622,5744,39679,39735,2264,2548,502,379,324,354,250604,2254
38,New York,64619,64221,17640,19705,387,405,12694,14960,21871,20365,4377,5066,1259,1211,522,486,249788,1971
72,Florida,87293,97453,9709,12672,329,342,2529,3355,14596,18960,706,847,131,158,81,117,249278,3682
23,New York,63328,64483,20443,20880,531,494,11779,12866,20079,20248,5184,5120,1170,1196,465,469,248735,1206
49,New York,68275,69810,16973,20613,406,448,11324,12978,18831,18518,3327,4333,993,1109,387,404,248729,2532
20,Florida,55446,53470,26259,25727,381,376,4205,4425,36515,34899,2670,2514,484,434,359,327,248491,1030
21,Florida,56683,53968,25829,25579,369,347,4166,4168,35914,34669,2546,2429,481,467,344,337,248296,1081
20,New York,66510,64043,19609,19763,557,530,10914,11369,20710,20119,5135,5056,1228,1116,514,525,247698,1053
13,Florida,54788,52563,26286,25651,319,339,4025,4006,36618,35271,3014,2775,546,463,464,424,247552,673
51,New York,69776,70438,16567,19907,446,414,11162,12865,17642,17733,3385,4193,995,944,401,392,247260,2634
71,Florida,84308,95289,10259,13437,335,382,2503,3578,15201,19776,731,909,143,151,98,117,247217,3631
74,California,65660,74218,5278,7263,572,755,18251,23496,21196,26808,397,478,745,934,403,541,246995,3779
14,Florida,54978,53039,25895,25191,336,349,4062,4073,36084,35194,2926,2625,552,470,433,427,246634,724
53,New York,70838,72002,16488,20380,384,514,10069,11395,16532,17292,3184,4091,957,928,358,402,245814,2736
63,New York,76551,80549,14978,19592,395,440,9945,10890,11278,13380,2509,3369,588,689,257,293,245703,3246
12,Florida,54191,51795,26297,25661,346,340,4181,4045,36219,34699,2942,2936,539,471,466,444,245572,622
68,Texas,69687,76363,11306,15049,553,591,5017,6506,27030,31384,377,398,500,483,146,166,245556,3512
15,Florida,55159,52849,25680,24537,336,342,4161,4213,35819,34099,2851,2503,562,494,406,413,244424,775
52,New York,68767,69692,16725,20217,432,481,10740,12293,17003,17652,3410,4216,992,927,335,387,244269,2685
39,New York,63242,63100,17341,19254,365,427,11943,14438,21644,19676,4240,4920,1226,1170,533,473,243992,2022
21,New York,64484,62996,19781,19779,535,532,10819,11154,20218,19970,5120,5061,1125,1075,542,523,243714,1104
16,Florida,55883,53341,25093,24543,332,340,4113,4152,34932,33921,2610,2490,482,454,411,379,243476,826
22,New York,62510,61374,20069,20618,511,521,10835,11917,20022,19913,5035,4937,1123,1145,515,456,241501,1155
75,California,64485,73991,5228,7209,551,735,17489,22674,19813,25967,392,462,711,862,387,518,241474,3830
19,New York,64222,63210,18628,18343,506,517,10601,10725,20607,19820,5064,4907,1126,1103,480,482,240341,1002
19,Florida,53460,50514,24897,24548,365,336,4031,4108,36135,33960,2655,2392,440,432,359,325,238957,979
